sample_id,alpha,beta
kakao_text_ko,23.111535701173487,0.05991113346612961
general_teshima_gmail_text_ko,231.13868029766095,0.011254068701983058
gmail_text_ko_hostelPAQTokushima,10.991502864692825,0.48533006429320547
flightBooking_eastarjet_gmail_text_ko,89.3698836798041,0.021720039951650276
